rating,name,price,num_cans,oz_per_can,review_text
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,My cat absolutely loves this mixture and taste from Friskies tasty Treasures wet food! Everyday he is hungry to eat his wet food. He doesn't like pate and pretty much anything that's not chicken but he loves all the flavors from this pack. Gravy is the key ingredient. It's a win!!
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"My kitty loves this food and it’s cheaper than my grocery store 
Thanks Chewy"
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"Mookie, has some dental issues, and he gobbles his Friskies Tasty Tresures up!!"
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"I bought this item for a friend who was affected by the shut down not only was she grateful but miss mittens absolutely loved her food, thank you chewy for delivering to a friend in need."
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,Delivered to my door.  No fighting for parking or check out lines. Great deals
4.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"They seem to enjoy this food.  Occasionally they will walk away, but the usually finish it pretty quickly"
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"I have 2 cats and they love  this variety of food. There was choices but they both love every one of these. When they are happy, we are happy & satisfied"
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"My Felicia loves these treasures, especially those with a certain cheesyness. I mix wet food with dry food for kittens, about 50-50. The moisture content and saucyness of these meals makes it really easy to mix with the dry food. The flavor options are amazing and even make me a little envyness that I don't have human meals that appealing.  ;-)"
3.0,friskies-tasty-treasures-cheese,12.72,24,5.5,My cats are eating this canned food.  They are not too found of the chicken & Cheese flavor.  I alternate this with other brand foods for variety.
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,This was an amazing value and my cat certainly can't get enough.
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,Been feeding this canned cat food to my animals for years.
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,Friskies Tasty Treasures canned food are a definite hit with our cats! No bowl is left untouched when Tasty Treasures are served!
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,My cats love this cat food assortment. They just about mug me when they hear me open the can ! Lol
4.0,friskies-tasty-treasures-cheese,12.72,24,5.5,My cat is 15+ years old and it has been difficult to find food she will eat. I have tried the very expensive on down the line price wise...she would not eat it. I finally tried her on Friskies pate' and she ate that fairly well until a few weeks ago. I found the Tasty Treasures with Cheese on Chewy and decided to try it. I have been mixing it half and half with her other Friskies and she is eating better than she has in years. She comes to me and meows for it and she has not done that before.
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,My kitties devour this food. There is enough gravy to make them happy.
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,My 4 furbabies are always hungry and they seem to love the cheesy treasures. There is never any left over when they get done taking turns licking out everybody's bowls.
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"I'm looking for discounted cat foods since I have a little family outside now, in addition to my 3 inside cats. I found these on sale. My cats LOVE this."
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"Usually when I get a variety pack, there is one flavor the cats won't eat. This is the exception. My cats like all four flavors."
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,I tried expensive canned food but this seems like they only like this one. The price is great and delivery is prompt
1.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"I have ordered canned food about 6 times and not once did I receive an order WITHOUT dented cans. My order I received Thursday was so dented the food was leaking out of it. As much as I love Chewy, I think I will stop ordering canned food as I feel like Chewy is selling the rejects that can't go to the grocery or discount stores."
4.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"My cats love wet cat food.  Although, one of the can cracked open but otherwise, everything is fine.  Arrive on time."
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,I have tried other brands an they don’t seem to like them as much as Friskies
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,All 6 love their Tasty Treasurers!  We're going to try other Friskie's varieties with our next order!
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,MY CATS ENJOY ALL THE FAVORS THAT COME IN THIS BOX
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,First time I ordered these flavors. But all my cats enjoyed them!
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,Fussy cats of mine lick the bowl clean and then the spoon I use
3.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"My cats eat like they are starved then they barf it up.
I’m going to stick with pate blends.
They do love the treasures but I don’t like barf"
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,This one by far is their favorite. Every cat loved it. They even have to lick the can clean!
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,Just what I ordered. Came fast and in good condition.
4.0,friskies-tasty-treasures-cheese,12.72,24,5.5,they seem to like all the flavors -hope they don't get bored with them
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"Cats love it. Wish it came in the large cans. With 25 to feed I mix it with the larger cans of poultry, fish, Turkey & giblets."
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,i usually order fancy feast. i tried this for my fussy cats. they really liked it
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,I use just a spoonful or two at a time and then cover the can and put in the fridge til the evening for a little more.  My cat likes it and eats it right up.
2.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"Every single can was dented. Other orders I’ve placed have had broken items. Yes, Chewy is good about replacing broken things and they offered a refund on the dented cans, but I just want to order things that come in good condition in the first place."
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,"My cats love these flavors of wet cat food, it’s a nice change from dry cat food."
5.0,friskies-tasty-treasures-cheese,12.72,24,5.5,I got this for my old kitty who was overeating his dry food and puking it back on the floor. he hasn't done that since I started giving him a scoop of this in the morning. He also has a little more pep in his step.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I was a little nervous in purchasing this product as I had never given Izzy this brand before. I should not have worried. He LOVED it from the time I popped the top on the first can !!! If I'm not up early enough for him in the mornings, he jumps on the bed and starts ""talking"" so I'll get up...lol  Next time I'm buying the bigger pack !!!"
4.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"my cat is 18 yrs old and eats 2 cans of this a day or more.  She gets hungry every 3 hrs.  I dont give her the beef too often, it kinda gives her loose stools. the only time shes not crying is between 10 am and 4 pm when she sleeps.  Cats are really mysterious."
4.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I have one special diet cat, and one who can eat anything, so I have these little cans on hand for special treats for him and he loves them. Also, my cat has no teeth (he was a rescue) and the pate is so easy for him to eat. He loves all the choices."
4.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"So, the packaging says that there are 8 cans of each flavor inside.  Not so.  My package had 6 turkey & giblets feast, 8 tender beef feast, and 10 chicken feast.  I know this isn't chewy's fault because it arrived in a sealed package.  But strange nonetheless."
3.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,My cat seems to have gotten out of the fancy feast craze of late. He eats half a can in the morning when hungry and refuses the rest . Changing flavors with the mixed offerings of pate hasn’t changed that habit. He flatly refuses the chunky turkey cans now as well. What to do?
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"My cats love this cat food. I have tried several types of canned foods this year but this is their favorite. It has a nice texture and color. Don't laugh - I do smell my cats' canned food and Fancy Feast has a pleasant, meaty smell unlike others I've smelled. I don't trust canned foods that have a grayish color which this does not. I will keep buying."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Two senior lady cats are totally Fancy Feast girls.  And this mix includes all their favorites.  Geat product (grain free canned foods) and good deal, especially on auto ship.  Like the a/s discount and the quick shipping too. Chewy is good!!!!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Is excellent my cat is extremely picky and this is the only type that she will eat.  It also has to be the same two flavors. She actually tries  to pull the can out of the box
3.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I am unable to rate this product fairly because neither of my 2 cats really care for this canned food leaving half or more in their dishes each feeding. I thought the texture, moistness, and overall appearance seemed good. Just goes to show that a human cat mom can't always know what her fur baby will like until they've try it.  My local Humane Society was very happy to take it off my hands :)"
3.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"This is a brand that my vet recommended a few years ago.  My cats were getting picky about their food, so I gave this a try.  However they did not like it.  Maybe they would have liked the regular and not the pate?"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"My cat loves this cat food -she has been a ""meat lover"" since she was a kitten - has no interest in fish. Buying it buy the case is sure better than purchasing all those single cans!"
3.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"My one cat loved them all, but she will eat almost anything. However, her sister would not eat the beef pate (she is finicky). I will try something different in my next order. All in all I like Chewy very much."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"This is the first time we ever tasted this Poultry and Beef flavor, and we absolutely love it.  We smell it as soon as Mom opens the can, and we come running.  Highly recommend it!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,I’m very happy that Chewy offers so many different products. This is the first time I’ve tried this brand. My cats really like this food.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,It's so convenient to order from Chewy with their quick delivery. It's also great to be able to offer my cat Woody a choice of his favorite canned flavors of excellent quality food.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Basically exactly what you're expecting. Fancy Feast pates are a classic for a reason. Decent quality at an affordable price. Cats love all flavors I've tried.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I purchased this Fancy Feast Variety pack of beef, chicken feast, and turkey food because my cats love these foods. 
These variety packs are convenient because there are 24 cans in one box, and even better, the price of this variety box costs LESS than the store where I usually shop for them! Shipping is quick and is brought right up to my door! Wonderful Service!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Our girl loves the pate! I like to try different small cans for our kitten! She will be on the auto shop perferences too but I change around so not sure if it changes the prices up!
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"My cats love Fancy Feast. It is so convenient to order it through Chewy. The price is right and delivery is quick. Fancy Feast is a high--quality, reasonably-priced canned cat food."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"My cat prefers pate-style food and this provides a good amount of meals, all of which she enjoys. One can is a perfect size for a meal so nothing is wasted. I also purchase a similar package that contains a variety of seafood oriented meals in pate form. These are also priced such that I can afford to buy this brand which I consider superior in quality to many others."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Everything is great..having delivery of all the heavy stuff is so helpful as I am a Senior Citizen and of course the cats love the boxes!
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"This is not only a great deal in bulk, but i think that the pate is the best type of wet food because it seems easier for my cat to eat and digest, with a good variety of poultry and beef.  Chewy also offers such great service, our order arrived in just a few days! Thank you Chewy:)"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,All cats like it  I have one picky cat and happily he likes all flavors. He usually will only eat food beef and liver in gravy
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Love Chewy.com
Highly Reccomend!! Quick and easy to order, super fast delivery to your door. No more pet stores or grocery stores!!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I wanted to thank a friend for caring for my cat, Max, while I was hospitalized.  Angelina, her cat, loved it!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,This is a favorite for my cat. He is rather old and has become a rather picky eater. This product is one of his favorites.
4.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"There was much hesitation from my two cats on trying this food. I thought I’d change things up for my kitties meals so I decided to try this cat food. At first they would only eat it if I first gave it to them on a spoon lol! After 3 days of doing that, they finally gave in and are now enjoying it!"
4.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Our cats love all three of these flavors. One batch we bought, they didn't care for the beef. But I bought another batch recently, and the beef was a hit again, as were the turkey and the chicken. I think sometimes the batches vary a little."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Couldn't love this more. We eat a can a day and the dry for the rest of the day. WE LOVE THIS CAN OF CAT FOOD!!
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,My kitties love fancy feast. And I love that it come straight to me from chewy prices are great
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Great product which our cat absolutely loves! The cans are always fresh dated and in perfect condition. I have never had an issue yet when ordering Fancy Feast Cat food. I do wish they offered the 30 pack with more variety.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,My kitties love their Fancy Feast!!  And the variety offered is better than anywhere I have shopped.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Typically I am picky about the kinds of food I feed my animals but my cats are also picky and hate the ""healthy"" more expensive canned foods. All three cats never turn their noise up to some Fancy Feast pate!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Finally found A brand that my cats will eat on a consistant basis.  Having Chewy deliver it save me the time aof going to the store to pick out the varieties they will eat.
2.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Because my cats absolutely love the seafood flavors from the same classic pate series, I thought I would give this new collection a go. Unfortunately, I have the pickiest cats in the world and they would not eat them. I will be going back to the seafood flavors :'("
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Changed cat food to try pate and I’m glad Misty loves this but I still buy the fancy feast melody!
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Our finicky cat would not eat gravy foods, would throw up dry food, but loves Pate! Licks the plate clean!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Unfortunately my boy is going through a very picky time. I'll put the cat food away for a few weeks and he will love it again.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,My cats look forward to their Fancy Feast every morning.  Chewy has reasonable prices and fast delivery!
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Our 14-year-old Chocolate Point Siamese brothers, named Machu and Picchu,  love this pate the best! They gobble it down."
1.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,I have three cats and none of them thought this pate was a favorite.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,What's there to say?   Excellent ingredients and she enjoys it....
4.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,I have five picky eaters. Sadly this was not approved by anyone. I tried this as two love these flavors of the gravy lovers. The texture looked fine and it was approved by a family members cat.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,good price fast delivery.. my kitty likes these change from the fish
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I've done a good bit of research - I don't usually like to shop online for something this heavy, but this is by far the best price for Fancy Feast that I could find! Very quick delivery"
3.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I feed Fancy Feast in between to stretch their other foods a bit when in a pinch. They like all kinds of it.
However, I noticed it doesn't keep them satisfied for long. After a short while they come back hungry. Instead of feeding twice I have to add a third time.
I think of it as fast food. Not the healthiest, not really filling but delicious."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Been searching for a flavor that most of my cats enjoy,  this is it.  They really clean out their dishes!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,My cats like it. They eat it up right away. They like the variety of flavors.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,I love this food for our Feral cats. Chewy  gives excellent  servive.
4.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"This is very convenient way to purchase cat food -- if your cat(s) likes all three flavors.  Mine does not like ""turkey"" flavor so it's to look at other packaging combinations.  Cat owners are used to their pets being particular!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Consistent quality. My 20-year old cat loves it and has eaten it her whole life.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Arrived quickly, good price and met the needs.  Thank you all"
3.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"Both my cats kind of turned their nose up at this brand. Lately they have gotten picky and did the same with another brand, however they prefer the pate, so I will keep trying!"
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,My cats enjoy eating this food. It keeps them healthy. I will always feed them this brand because it's their favorite. I've tried lots of brands but I always come back to fancy feast. Its the one brand that has lots of varieties that will satisfy all four of my furr babies.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I have six cats and they all love Fancy Feast pates, not too crazy about the medleys or gravys."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Bella Lives Fancy Feast Pate’ As much as Fresh Chicken
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"I purchased these for my diabetic cat because other diabetic cat owners say the Fancy Feast pate's (only the pates) are a good low carb food that cats like. Most of my cats like Fancy Feast (but alas, they usually only get Friskies because I have 11 cats total and Fancy Feast is too expensive for me to feed it to all of them)."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"When I run out of the healthier cat food, my cats usually never mind fancy feast. The price is great for a box of 24 cans, so you can't beat that."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Good food my kitten is picky and yet loves this food!
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,Nice variety contrast that the cats seem to enjoy.
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"My vet recommended this variety (classic) of this food as healthier than other inexpensive foods, not a bunch of fillers. All 3 cats love it."
5.0,fancy-feast-poultry-beef-classic-pate,13.21,24,3.0,"My order arrived in two days, as promised, in good condition and it was exactly what I ordered. I was very pleased."
