product,review_author,rating,review_text,helpful_rank
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Magpies,5,"After discovering that chicken was the culprit making my cats vomit so often, I tried this particular flavor of Newman's Own. It's very high quality and the cats *love* it, but it's hard to find. I'm thrilled that Chewy.com carries it and that it's cost effective to buy from them. Bravo!",7
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",catperson,5,"My cat loves this cat food, although he is very picky.  I was surprised that he would prefer a food with liver, but he does.  I have found customer service at Newman's Own (and at Chewy) to be excellent as well.",1
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Timothy,5,"I think this might be the best canned cat food on the market! No unhealthy ingredients. Amazing price if you shop around! Seriously excellent product! Thank you Newman's Own... finally a canned cat food that is both grain-free AND organic!

Really a near-perfect cat food - the absolute best my 20-year-old cat has ever been fed. A wet cat food that is free of grains, GMOs, meat by-products, and artificial ingredients. All things that cat food should always be. Also, my cat loves it and his health seems to have improved in since he has been eating it.

Turkey & Liver Dinner is clearly his favorite variety, but it's usually a little more expensive than the other varieties - and my cat eats more",3
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",NJHiker,5,"It is comforting to know that the ingredients are organic and the first three are whole foods and not by-products or ""meals"". The price at Chewy is comparable to other mail order and the shipping was free and timely. It is great that Newman's Own Foundation commits its profits to charity. It states, ""Made in the USA"", hopefully the ingredients are sourced here also.",3
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",arnica4,5,"My cats tell me that they really like this stuff. It seems to agree with them -- they digest it well, their coats are shiny and full. They would rather have mouse burgers, but I couldn't find any among your products. I like the fact that Paul Newman's Own cat food is organic.",4
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",joanne,4,"Mom thinks there are good ingredients, but 8 individuals have their own opinions about food. I chose this because they all love turkey. So it is a mystery why all of them don't love it - only some do.",3
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",VicMac,5,My cats want this flavor more than any other. All 3 kitties highly recommend it!,2
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Zhiva,1,"Pooky has loved all of Newman's organics until the latest case. It doesn't smell the same to me, not as meaty as previous ones. I will be trying another brand for our next order.",4
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",jimidelock,3,"We bought a case each of three different kinds and our cats wont eat them,I dont know why but we will not buy again. we like the concept for the brand thats why we tried it.",4
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Bellabloe,1,"I have 5 cats and none of them will eat this food. My one cat, Piglet this is the first thing she turned her nose to. She even eats dog food. Don't waste your money.",3
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",3catsownme,3,"Two out of my three cats like this food and I have no problem. My 17-year-old picky eater - not so much. She doesn't like turkey in the first place, which I knew when I ordered it. I had hoped that having liver in it would entice her. She will eat it if I coax her and pet her, but she's not thrilled. I probably won't order it again, but if your cat or cats are not picky eaters they will probably like it just fine.",2
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",CATLADY327,5,"So I have an insanely finicky kitty..the can food he was eating was discontinued and I went into a panick, so after reading the reviews I chose this and hoped for the best..to my amazement he loved this food and so did all my other kitties !!!! And its Organic!! A total winner at my house!!!",3
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",MKMc,5,I like the texture and it is less sticky than the other organic I had been feeding. I use the Newman’s organic dry on the side and the combination seems to be ideal.,1
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",joan,5,I wish I could recommend it without having to type the right amount of words in this review.,1
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Tina,5,"Actually, in  pinch, I'd eat it myself too, it does not even smell like cat food. Pate style,  great consistency, and Tina loves it especially. Also, important to me, I trust the company and their philosophy and as far as I know, they are not owned by some large supplier. Price is competitive - but yes, organic and grain free, we can only split a can a day  among the 3 of them. The rest has to be ""other"", and dry.",5
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Kimmie,5,"My cats showed no interest in other healthy wet foods at first, eventually they gave in, but weren't excited. The second I opened the first can of Newman's Own Organics Turkey & Liver Dinner, both of them flipped out. Even the Himalayan, who sometimes doesn't care about wet food time, comes out meowing his head off for this stuff. Thank you, Chewy, for carrying this (apparently) tasty and healthy product!",3
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Pumpkin,3,I read labels.  This looks like it is pretty yummy food.  Mr. Picky will not eat it.  The shelter cats are thrilled!,1
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Leasingqueen,5,I was purchasing this product at my local Whole Foods but it was a bit pricey.  I decided to order a case from Chewy and my two cats are happy!,1
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Devon,5,"I was making food for my elderly cat with food allergies (chicken, peas) and who also has  stomach/intestinal cancer. This food was a godsend!! High quality and nutritious with minimal ingredients and my cat enjoys the taste!",2
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Binky,5,"My 2 cats are 21 years old and have always had sensitive stomachs. I have been giving them Organic Newman's 
canned food for a couple of years and it has helped SOME. But on Chewy I found GRAIN-FREE Organic Newman's, and they LOVE it ! And their sensitive stomachs LOVE it too ! Which makes ME love it. Never saw it anywhere else.",0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Andrew,5,I had bad luck with my 3 cats and the chicken flavor but this made em all happy.,0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Laura,5,My cats love this organic cat food.  I feel confident in what they are getting.,0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Surri,1,My 3 kiddos liked it at first. But a  day or two later they nixed it. So now I am stuck with a case of cat food they don’t want.,0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Sarahgail,5,Great service. Great price. Great food. Very happy.,0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",zerobertinho,2,"Consistency of baby food, bleh, plus my cats arent thrilled w the taste.",0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",DDGirl,3,"Very expensive. I can actually get the same product at Publix for less but I like to buy in bulk and I am newly in remission from cancer and have a difficult time carrying the boxes. Also, more often than not, the cans are dented and I don't know if the product is any good until I open it!",0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",PinkyIL,5,"My highly allergic cat can only have no-grain & a single protein of turkey & he will only eat a pate!  When another food was recently discontinued, I did not know what I was going to do?  Then I found this & he actually likes it better than his old food which only came in 5 oz. size cans.  This food comes in 3 oz. size cans & since he is a light eater, therefore I am not throwing so much away anymore.  I hate wasting.  He can eat a can of this in two days, so no more wasting!  I hope they never go out of business or drop this particular food!  My kee needs this & he just happens to love it also.  WIN WIN",1
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Tommie,2,The first time my two kitties ate this food they seemed to love it. After I bought a case of it they now turn up their noses to it and refuse to eat it. I cannot understand them!,0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Mytcork,5,"I have 5 cats and they are all picky about what they eat, so I have a variety of canned food.  This is the only one they all like, but really love, they all love this one.",0
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",Tisa,5,My cats all agree on this one.  I keep looking for a good healthy food that they will all love and NOT throw it back up.   (One cat in particular).   And so far this has been successful. .  So happy my friend recommended it.,1
"Newman's Own Organic Grain-Free 95% Turkey & Liver Dinner Canned Cat Food, 5.5-oz, case of 24",TxsGypsy,5,I have not tasted it but my cats eat it just fine.,2
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sylvie,4,"its okay, one cat loves it and the other 8 of 10 tolerate it (1 cannot have it since dry carbs matter is over 10% in this turkey cuts version). however they all love and definitely prefer the chicken cuts in gravy of this food which is lower than 10% dry carbs so our diabetic cat can enjoy gravy too.. 

for some reason this turkey cuts is super hard to open up. it is like they used super glue to seal food up, will hurt your hands/fingers if you have hand issues!! the chicken cut seal isn't so bad but, pretty strong seal too. gettting one of them thin westcott ceramic box cutter is probably a good idea if you have arthritis in your fingers too, what i use now so they can still enjoy these cuts",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Littlenanny,5,"Sheba cat food is the best idea out there. Cats are picky. They want a fresh serving every meal. Not the cold can in fridge. The two packs are just enough wet for the day. And you can't forget, you have the empty to prove it. Lol",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Hobbes,5,"My cat is on thyroid medicine and I put 1/2 pill in 1/2 of a chicken pill pocket, then bury them in this. The pill pockets blend right in and he gulps them down with the other chunks!",1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",catfood,5,"Had a real problem as the formula on the wet food I'd been using that my cat LOVED was changed, I had to find a backup plan. She would eat some of this and my several feral (all captured and fixed) cats LOVE it ... so try it, good choice!",1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sandi,2,"Sadly my cat doesnt seem to like it tho.  Its smells good, looks moist and meaty",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",HotShot,5,My 2 boys are each 18 and have become fussy eaters in their old age. But they both live this food and I'm so glad I finally found something they'll gladly eat!,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Catlover,4,Just enough in the individual containers for a meal.,0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sophie,5,"I accidentally bought this not long ago. I say accidentally, because my cat is missing all of his teeth, save 3 fangs, so I always bought pate-style foods. Anyway, he loves this stuff, and it makes a nice change of pace from all pate.",1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Ginger,5,Every morning 2 cats sit by the cabinet door waiting for their Sheba. They would open the door if they could.,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",TJGS,4,The cats love it but I Hate the containers. I have a hard time pulling the foil tabs and end up squinting cat food all over me and the counter. Sometimes I use a pair of pliers to pull the tabs. Maybe that's why my cats love me so much! Also the portions are too small. My four cats go through 12 or more servings a day.,3
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",doghouse17,5,I use this food for an outside cat that adopted us. He really likes Sheba cuts and all of the flavors they have. I like the small portions because there isn't as much waste in case he doesn't finish it up at once.,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",HappyKittyMom,5,"I am thrilled to have found a ""wet"" food my cat will eat! She's quite picky, as cats often are, and never eats 'left-over' food, (regardless of how carefully I seal/store it). With Sheba's perfect portions there are no leftovers and she actually eats the food! It's a good quality food too, which made me very happy to know. No more turning up her nose at the food and no more throwing up her food. We are both happy with this solution. I also noticed that this same food comes in the small 3 ounce cans, so it would serve 2 cats at one feeding. So nice to have choices!",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Coal,3,Cats love the turkey cuts.. Wish it was still available in the cans.,3
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",jvet77,5,"My cats think they are tigers, The portions per serving of the Sheba product, while appealing to all the cats I would be better served if they came in larger portions like Friskies, for example",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",LisaA,4,The price is higher at chewy but I'm guaranteed to get the cuts in gravy in the flavors I want,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Bubba1,5,Since our cat is so spoiled and finicky these portions are just right. She won't eat leftovers!!,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",AFreeheart,5,"an excellent product at a good price. My cats generally prefer pate, but respond to the Sheba cuts in gravy very well.",1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",CatMomma6,5,My cat with cancer cannot have gluten. A lot of the food without gluten apparently don't taste that great because he gets tired of them easily. Not this! He loves this and the chicken flavor. It has small pieces and plenty of gravy. I like its grain free as well.,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Rocky,5,"I have two cats who are picky (poultry only please), and won't eat off the same dish, or at the same time of day. The mini portions are perfect and they love them!",2
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Mitch,5,Efficient and effective cat care---love the product convenience,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Striker,3,Thought I would give this a try and the cats thought it was okay. Definitely don't like it as much as they do the Sheba turkey pate. Proportions are just right. No waste.,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",POed,3,"My fur babies loved the chicken cuts/gravy in the 3 oz cans; however, the manufacturer has/is changing their packaging to 2.6 trays (use to be 3 oz trays) and charging more. Go figure...didn't take long to start seeing changes! They are finicky and only ate that. The fish options are not an option, 'coz they throw up! Choices are growing thinner by the day. Hope they will eat the turkey cuts. Can't rate til they try it.",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",veggie,5,Kitty loves sheba. Gobble these thing up everytimes,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",mimijar,5,"My cat, a finicky eater, loves this food and the portions are perfect.Reasonably priced and arrived as promised.",2
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Pnutsmom,5,My cats just love this food. The delivery is the best. I haven't been to the pet store in such a long time.,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Steph,4,It is a great way to manage my cats weight when they are always hungry. The Sheba products are grain free with some gravy in the entrees. The only drawback is opening the containers which is usually messy as the product get somewhat on your hands and squirts on the counter.,4
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",barb,5,kitties love the food and I love the quick and easy delivery!,1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",dink,5,"I didn't think my mikee would like this food, but he gets a feeding every day and loves it. I like the portioning of this food. I got my daughter to try it for her Rag doll cat. He likes the Patti. I used to chase the sales for Melodies', but now it comes right to my door 
love it. 
Thank you",1
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",George,5,I buy Sheba cat food in large amounts. Price are much lower than other places. Great service,3
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",MitziP,5,"One of my cats is hard to please ad he frequently walks away from his food dish leaving it full. With this food, he eats it more often than not. My only complaint is that the food packaging does not state it is a grain-free food, and the print for the ingredients is too small to read. Since I buy only grain-free food, I wish Sheba would make this easier to read.",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",girasole,3,"My cat THINKS he likes wet food. What he likes is the gravy (someone please make a gravy only food/topper). I've purchased dozens of different foods and he just won't eat the meat.  Occasionally he'll nibble on minced, but that's it.  I end up tossing over 3/4 of a 3oz. can.  Glad to find the 'perfect portion' trays - they keep food waste to a minimum.  Honestly, due to the by-products, I wouldn't feed Sheba to a cat if it were their main source of nutrition. And if he even ate the whole portion I would go with Crave, but since he still pretty much just laps up the gravy this is a cheap way to give him his gravy fix.",2
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Jojo,5,"My kitty will ONLY eat Sheba “cuts.”  Prior to this, she only would eat the seafood cuts!!! She tried the turkey after a few cautious sniffs . . . And BINGO!!
It’s a hit!!!  Thank you for distributing Sheba. We cannot find it in stores anywhere.",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",TexasTransplant,5,One of my cats is on pretty much a wet food only diet due to losing most of his teeth at a very young age. He absolutely loves this food. He prefers to eat chicken and turkey meals and begs to have it as his snack. I like the small servings as it helps to ensure no waste.,0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Barb,4,My finicky cat prefers fish entries with gravy - no pate,0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Kitty,2,"My cats were not happy with the turkey, will probably not order this flavor again.",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",skippy,5,"MY 3 CATS EAT THIS FOOD LIKE CANDY. DIESEL IS A PICKY EATER BUT HE RUNS TO ME WHEN HE KNOWS SHEBA IS GOING TO BE SERVED.
JUST BUY IT...",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",fussycat,5,"perfection in every way, great taste, great smell, portion size just right.  no waste!",0
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Fullhouse,5,"We like the Sheba product. It has helped our senior cat gain weight (from 4.6 to 5.3 lb ). Our last shipment was the turkey cuts which she now won’t eat. Back to chicken pate. She seems to have an sensitivity to the products with fish, so we avoid them. She has become extremely finicky. Thanks to Chewy autoship I was able to adjust the shipment products and shipping date to accommodate her whim.",3
"Sheba Perfect Portions Grain-Free Tender Turkey Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Trudy,5,Good stuff. Just wish it were a little easierr to open!,1
